Tweet,Keyword,Sentiment,start,end
Proud 2b Turkish & have ErdoÄ?an as PM . Just wondering if visit had been in Nasser time would he have been greeted so well #Egypt #Erdogan,Nasser,negative,16,17
j r martinez How to Leverage the Right Contacts to Increase Sales http://t.co/NcaoZoRj ; O,j r martinez,neutral,0,3
Check out my personal newspaper on The Tweeted Times http://t.co/uhQ61nh,The Tweeted Times,neutral,6,9
Oral-B Triumph 5000- A Solution to All Gum and Teeth Problems http://t.co/hSP8ykLE,Oral-B,positive,0,1
"remarkable ? I think not ! RT @F1sasha : The national matric pass rate is 67.8 % , Basic Education Minister Angie ( cont ) http://tl.gd/7v078a",@F1sasha,negative,7,8
Ray J Breaks His Silence On Whitney Houston â?? s Death #aolvideo http://t.co/kvclZaxZ via @AOL,Ray J,neutral,0,2
I made my first 100 $ after only a month with Yaro Starak - http://budurl.com/yarostarakblogging,Yaro Starak,neutral,11,13
"â?? @ piersmorgan : Aw , thanks @rioferdy5 - such a generous gift for my new daughter . Much appreciated . â?? and another from Vermaelen . Enjoy",Vermaelen,positive,25,26
Mark Thomason's comment on Four Fiscal Phonies via @nytimes http://t.co/5UNhfxaF,Mark Thomason's,neutral,0,2
Twitpic - Share photos and videos on Twitter http://t.co/kqo4Yk8U via @twitpic,Twitter,neutral,7,8
Just entered to win a Weekender Convertible Backpack ! Follow @Vagabondish and @eBagsOnline + RT to enter â?? http://t.co/hT5dBVQl,@eBagsOnline,neutral,12,13
"@fmeawad your domain has expired on 05/26/2011 , I had to use google cache to see some of the contents",google,neutral,12,13
"Ex- @ Greenpeace leader , Dr . Patrick # Moore , supports #tar #sands and says they are ethical http://t.co/GGE3NDNA",Dr . Patrick #,neutral,5,9
I am glad you are letting Herman Cain diappear of his on doing .,Herman Cain,neutral,6,8
Hazel ( in super power Mandarin ): #SGelections #NSPRally Gan Kim Yong keeps insisting current CPF policies are good . They don't change .,Hazel,neutral,0,1
Steve Jobs approached CBS to pitch subscription TV service http://t.co/GQPcBdOn,Steve Jobs,neutral,0,2
Power of Pentatonic Scale - Demonstration by Bobby McFerrin http://t.co/8foVMH75,Bobby McFerrin,neutral,7,9
"I posted 10 photos on Facebook in the album ""On Assignment | Bangkok floods"" http://t.co/l3pAMNTW",Bangkok,neutral,12,13
â?? @ REITriState : Only 1 more week until REI Soho's Grand Opening ! â?? @cmxco,REI,positive,9,10
"Help please . Which is that movie about ""The Doors"" , 70's movement and Jim Morrison in particular ? It was screening tonight in Sony Pix .",Jim Morrison,neutral,14,16
Asus launches Transformer tablet in India : http://t.co/izFX9jr via @AddThis,Asus,neutral,0,1
"Special Price Sony BRAVIA KDL55NX810 55-Inch 1080p 240 Hz 3D-Ready LED HDTV , Black : Special Price ... http://bit.ly/fl3PX8 Discount Sale",Sony,neutral,2,3
Directed by Cameron McKirdy Camera props to Seth Morrisey and Kelly Bode Specia ( @YouTube http://t.co/THWws0vM),Kelly Bode Specia,neutral,10,13
You're not one of the 1.5B :o) RT @ShannaNews @KushiNBCSD how can Santa wrap my present when I don't even know what I want ? ! ;) #mindreader,Santa,positive,12,13
Curious fact s: What awards Sun Myung Moon have received ? Scholarly institutions presented him with honorary doctorate s: http://t.co/xJfCBlNu,Sun Myung Moon,positive,5,8
"http://t.co/afaZDxK8 gee - thanks for the pick me up , Stephen .",Stephen,neutral,10,11
Captain America and Thor Battle In New The Avengers Image : Marvel recently released a new photo from their upcom ... http://t.co/xwkli87y,Marvel,neutral,11,12
Gadget Guru's 62 is live ! Jacob is going to review his new monitor and Nick the Otterbox Commuter case ! http://j.mp/cLudie,Jacob,neutral,6,7
Facebook Offer s: Facebook's Advice For Successful One s: By Chris Crum Â· 4 mins ago Â· Leave a Comment Offers let ... http://t.co/5IE7KpiB,Chris Crum,neutral,10,12
Limited time ! Get our 5 song Christmas EP totally free ! A Jumpin' Christmas ! Grouptune http://t.co/jms6qKMO via @addthis,Grouptune,positive,16,17
Christie's International Real Estate Ends 2011 and Opens 2012 With Flurry of ... http://t.co/dByV1MCu,Christie's International Real Estate,neutral,0,4
THAKSIN do not want 2B come PM . But he wants 2B the PRESIDENT of the REPUBLIC of THAILAND .,THAKSIN,neutral,0,1
"Great PC & Laptop Sales at http://bit.ly/YFL-Promo Get promo codes from HP , Dell Small Business , Comp USA , Computer Associates & more",Comp USA,neutral,17,19
"I dig Tristan Cochrane's answer ""In the future what are the new ways your home will provide sanctuary ? "" http://t.co/QbvhFhys #smartasks",Tristan Cochrane's,positive,2,4
"23 March !! Oh dear sweet lord , so many important events . THG premiere , math pt submission , and mengy turns 16 ! @emmi_awards",mengy,neutral,21,22
Welcome to The Academy of Coastal Carolina http://t.co/YHbisr60 #MyrtleBeach,The Academy of Coastal Carolina,neutral,2,7
New Google Search Tool s: Why Are They Important To Your Automotive Ad Agency ? http://bit.ly/9lWwOs,Google,positive,1,2
Did you guys know Rob's got a new movie ?,Rob's,neutral,4,5
Flava Flav's Iowa Restaurant Closes Flav's Fried Chicken shuts after dispute between business partners . http://tiny.ly/FBtu,Flava Flav's,neutral,0,2
"Online Web Messenger For GTalk , Yahoo , MSN And AOL In Single Window And Single Sing up ... only at http://www.juslol.com",MSN,neutral,8,9
Dunman High's 2011 cohort's performance . XD http://t.co/yB7MZtrp,Dunman High's,neutral,0,2
Pakistan is facing another historical challenge : Pictures of Veena Malik in some Indian Magazine . Long live freeeeeeeeeeeee media,Veena Malik,neutral,9,11
Subway Franchise for Sale : How Much Does a Subway Franchise Cost ? http://budurl.com/wm4k,Subway,neutral,0,1
"Welcome to our New Member of the Day , John Polk from Texas who joined our Gold Level .",John Polk,positive,9,11
@danawhite Great q & a session yesterday . Thanks for that Dana .,Dana,positive,11,12
Facebook For iPad Now Officially Available ! Facebook 4.0 For iPhone Brings Facebook Download Now ! ( via Redmond Pie ) http://t.co/EFC5fdNH,Facebook,neutral,0,1
My Results From Vincent Inter's Solo Ads http://t.co/seT6hj5O have you had a solo from him ? Post your results on the blog,Vincent,neutral,3,4
"New Orleans Saint s: Twitter High , Combine silence and Mario Williams , No ? http://t.co/J0jJ3qGx",New Orleans Saint s:,neutral,0,4
Sexy Adriana Lima is back on Runways with Victoria's Secret $ 2 million Bra .. :,Victoria's Secret,neutral,8,10
I just unlocked the Photogenic badge on foursquare ! Say cheese ! http://t.co/xeAHprzu,foursquare,neutral,7,8
"Riley Cote vs Trevor Gillies Apr 1 , 2010 : Riley Cote vs Trevor Gillies from the Philadelphia Flyers at New York Is ... http://bit.ly/bDyQiB",Trevor Gillies,neutral,13,15
BLUE or RED PILL ? Ron Paul to TSA : Stop Radiating Our Bodies and Fondling Our Children ! http://ow.ly/1a1Y1I,Ron Paul,positive,5,7
BBC News Australia leadership PM Gillard defeats Kevin Ru dd: Australian PM Julia Gillard defeats Kevin Rudd in t ... http://t.co/HSBuV2nk,BBC News,neutral,0,2
Are you guys as stoked as we are to see Jesse in a Tu-tu ? http://t.co/Fi0blpSb http://t.co/TKaOzpj9,Jesse,neutral,10,11
"I posted 216 photos on Facebook in the album ""Tallahassee Car Museum"" http://t.co/AvOpsjIf",Facebook,neutral,5,6
"OneBode Blend obtains a complete blend of antioxidants including grape seed , grape skin , pine bark and SOD precursors",OneBode Blend,positive,0,2
"Using Duo for iPhone - the fastest , easiest way to update Twitter and Facebook . And it's FREE !",Twitter,positive,12,13
In conversation : Neil Gaiman talks to Shaun Tan http://t.co/waSSEpDv via @guardian,Shaun Tan,neutral,7,9
Post : Chapter 10 Part 2 - The Journey of Andrew Van Echo - Metallurgist http://bit.ly/ajdDNd,Andrew Van Echo,neutral,10,13
played the song 'The Freestyle' by Lil Wayne on @myspace http://t.co/Fm0vKPJ,Lil Wayne,neutral,6,8
President Zardari May Return Pakistan Tonight http://t.co/hBki8ySL,President Zardari,neutral,0,2
@HaririSaad We need to do some radical changes when you come back to the Future Party,@HaririSaad,neutral,0,1
Trading Facebook Option s: In light of the upcoming Facebook IPO we add this discussion of trading Facebook optio ... http://t.co/Gx6NbP7R,Facebook,neutral,1,2
How do you know google is a woman ? She won't let you finish the whole sentence before she starts guessing and suggesting ! #google,google,negative,4,5
listening to Juliette Greco #nowplaying http://t.co/P1P6nqZH vÃ­a @grooveshark,Juliette Greco,neutral,2,4
is now using Happy Manor on Yahoo ! http://y.ahoo.it/sgC6mabQ,Yahoo,positive,6,7
#Win a #free month of #premium service from #Gay Live Network Enter the New Year's Eve pic contest at http://on.fb.me/fjrN66,#Gay Live Network,positive,8,11
"Cardiometabolic Health Congress Expert Faculty Weigh in on FDA Advisory Panel ... : If approved , this will be the ... http://t.co/bLsfbVE8",FDA Advisory Panel,neutral,8,11
If you are going to visit Moscow - for you : http://t.co/iBjxpbGF,Moscow,neutral,6,7
Alain Renaud taking HSBC global M & A role-source s: LONDON ( Reuters ) - Alain Renaud is replacing Andrew Bell as gl ... http://t.co/8uzcV6Gs,Alain Renaud,neutral,15,17
"Orange to Offer Visa Mobile Prepaid Accounts to Orange Money Customers in ... : Visa Mobile Prepaid , a new Visa p ... http://t.co/M6JqqPV1",Orange,neutral,0,1
KNG Princess Revolving Lam p: KNG Princess Revolving Lamp Disney Princess Animated Lamp Authentic Character Voice ... http://t.co/BwoT6Ef6,Disney,neutral,9,10
"@Home with Mosab , ZoZ , Zoz Jalal , and Amrico playing II Black Ops II .... Photo @ Fountain Park Apartments http://gowal.la/p/bXk5",Mosab,neutral,2,3
"""If you can't be kind , at least have the decency to be vague."" - Jerry Seinfeld #Moxie #Quote",Jerry Seinfeld,neutral,15,17
"Join us 12pm and 9pm EST on Tuesday , Dec 13 with guest speaker and Facebook Marketing Expert http://t.co/Bf1DbwZW",Facebook Marketing Expert,neutral,15,18
British Minister Heckled Over U.K . Health Change s: U.S . policymakers are not the only ones finding that health s ... http://t.co/NrwWRKuh,British Minister,neutral,0,2
"UFC : Davis-Machida , Nick Fairley , MLB Game 162 : http://t.co/AUTpWDfk",Davis-Machida,neutral,2,3
The NEW Twitter Toolbar has Twitter's Trending Topics ! Download and RT to win an ipad ! http://twitbar.net,Twitter's,positive,5,6
@alanbeattie Scrooge and the Corn Law s: http://t.co/xr8FeCUE,Scrooge,neutral,1,2
This is a nice and simple ikea hack . http://bit.ly/9MlRRY,ikea,positive,6,7
halftime of the NBA finals Dallas leads Miami 44-43 LETS GO HEAT !!!!!!!,NBA,neutral,3,4
Poll : Voters Want to Keep Planned Parenthood in WH P: Rick Perry's efforts to keep Planned Parenthood out of the ... http://t.co/sBYhiZxd,Rick Perry's,neutral,11,13
"Great PC & Laptop Sales at http://bit.ly/YFL-Promo Get promo codes from HP , Dell Small Business , Comp USA , Computer Associates & more",HP,neutral,11,12
Hey ! Want A Free iPhone 3G S by Trying a Free Trial with Lovefilm & getting some Friends to do the same ! ? promo -http://tinyurl.com/2feylnw,Lovefilm,positive,14,15
waiting for my bf to cum home from colorado and made some cookies for us,my bf,positive,2,4
"@Home with Mosab , ZoZ , Zoz Jalal , and Amrico playing II Black Ops II .... Photo @ Fountain Park Apartments http://gowal.la/p/bXk5",Amrico,neutral,10,11
"Willem de Kooning ""Art never seems to make me peaceful or pure.""",Willem de Kooning,neutral,0,3
Jennifer Hudson Contemplates Shaving Her Head After Amazing Weight Loss ... http : //p.gs/0ovii,Jennifer Hudson,neutral,0,2
Nexus One's Noise Cancellation Coming to AT & T - PC Magazine : Nexus One's Noise Cancellation â?¦ http://goo.gl/fb/4Fu3,Nexus,neutral,0,1
"God is awesome , I trust him to have my back when I feel like I don't have direction",God,positive,0,1
Herbalife Ltd ( NYSE : HLF ) to Present at ICR XChange Conference January 13 - TransWorldNews ( press release ): Herb .. http://bit.ly/6iYdlT,ICR,neutral,10,11
Nexus One's Noise Cancellation Coming to AT & T - PC Magazine : Nexus One's Noise Cancellation â?¦ http://goo.gl/fb/4Fu3,AT & T,neutral,6,9
@shondarhimes Just love new episode of GA . Have watched all seasons . Thanks Shonda for the best Show ever . From Russia with love ) ) ),Shonda,positive,14,15
Relaxing under all conditions | The Bowen Health Blog http://t.co/4oowAwF via @bowencollege,Bowen Health,neutral,6,8
Liechtenstein ( Vaduz ) VPN Accounts Today : http://tiny.cc/w0z98,Vaduz,neutral,2,3
The Chinese Government may be on to something . People may stop complaining about sanitation if landfills and junk ... http://bit.ly/bMartC,Chinese Government,positive,1,3
@politico Ask Herman Cain if Clarence Thomas is his most admired black man,Clarence Thomas,neutral,5,7
Home with my love next door from this place ... ( @ Hudson Community Enterprises ) http://t.co/3q7qiFxF,Hudson Community Enterprises,neutral,12,15
Barcelona's Pep Guardiola : I have not decided yet if Lionel Messi will play against Zaragoza http://t.co/Cw76oazF,Zaragoza,neutral,15,16
I need to find a new way to interact with Twitter ; else I'll just drift farther and farther apart from it as my priorities shift .,Twitter,neutral,10,11
"Compaq S1922 18.5"" Widescreen LCD Monitor - $ 99.99 - With the HP S1922 19"" Class Widescreen LCD Monitor you can enjo ... http://ow.ly/19sTJG",HP,positive,12,13
Congratulations Viru @virendersehwag .. You're a GREAT !!,Viru,positive,1,2
"... I go to Rajaie-Shahr and wait for hours until I'm told ""He doesn't want to see you"" . #iranelection",Rajaie-Shahr,negative,4,5
Sergio Aguero greets Man City fans at the Etihad Stadium http://t.co/XqQUro4,Sergio Aguero,positive,0,2
"Uncovering ASU's solar success story : Campus officials , pleased with Arizona State's growing solar portfolio , en ... http://t.co/Pe7fmZmK",Arizona State's,positive,11,13
@rimamaktabi Saudi Arabia : Manal Al-Sharif Arrested for defying ban on driving . http://bit.ly/l4vlxH,Manal Al-Sharif,neutral,4,6
I voted to send Kyle Lowry from Houston to the 2012 NBA All-Star Game . http://t.co/arC3G8Wk,Kyle Lowry,positive,4,6
"The CDC explains how to go ""viral"" on Twitter http://bit.ly/9Tezmr",CDC,neutral,1,2
Egypt : ABC News' Christiane Amanpour Exclusive Interview with President Mubarak - ABC News http://abcn.ws/fl3l7Z,Christiane Amanpour,neutral,4,6
Prosperity & Success for humanity is only in obeying the Orders of ALLAH ( S.W.T ) by following the way of Prophet Muhammad ( S.A.W ),Prophet Muhammad,positive,21,23
Just spent the past 35 minutes helping Gpa Roger create a facebook .... lord help us all,Gpa Roger,neutral,7,9
Look further . It's inside you . Greg Z .,Greg Z,neutral,7,9
Threadless Falls In With The Gap - Chicagoist http://t.co/euEnOtDS,Threadless,neutral,0,1
Bobbi Kristina -- I'm Doing Oprah Because I TRUST Her http://t.co/V8qnRDBk,Bobbi Kristina,positive,0,2
Facebook Offer s: Facebook's Advice For Successful One s: By Chris Crum Â· 4 mins ago Â· Leave a Comment Offers let ... http://t.co/5IE7KpiB,Facebook's,neutral,3,4
"I'm at Kayne's Desk ( Level 3 , 41 changi south ave 2 ) http://4sq.com/lf1rlr",Kayne's,neutral,2,3
Gap Womens Light Nude Ultra Low Stretch Cotton Teeny Bikini : Gap Womens Light Nude Ultra Low Stretch ... http://bit.ly/g9WkDs supermarket,Gap,neutral,0,1
This kicks the pants off of Google Street View : http://www.youtube.com/watch?v=ktdhOv8E5lo I want to use ... http://fb.me/FNisvc0L,Google,neutral,6,7
"Obama Administration Requests More Money for IR S: By Michael Cohn , Accounting Today The Obama administration has ... http://t.co/pxMgtxnX",IR S:,neutral,6,8
Sneak Peak Of Next Weeks Podcast ! Rob & Kim's Marriage Counseling : What NOT to do in a relationship ( video ) http://t.co/6Nup46VP,Kim's,negative,9,10
"@13elieveSG Hi SUJU SG fans , Im wondering if anyone has merchandise of Donghae to borrow me as I might need them for a show on Channel U ! : (",SUJU SG,neutral,2,4
Why Facebook's New Questions Tool Is Good for Brands & Businesses http://ow.ly/4oJXK,Facebook's,positive,1,2
The Call of True Islam : http://t.co/fEzXEK7,Islam,neutral,4,5
