,text,target,label
4785,'' BIYOnce _ : Wow 90 minute lady gaga special tomorrow on glee . . Will definitely watch watch watch . . '' - wow true ??,lady gaga,positive
4786,"exclusive : lindsay lohan to file restraining order against her father , michael ...",lindsay lohan,neutral
4787,wii fit will help us on are way !,wii,neutral
4788,'' Miss & Keri Deny Past Romance Reports '' / '' paris hilton Accused Of Hating Black People '' / '' Suge Knight Brawls In Vegas Over Tupac Death Talk '',paris hilton,negative
4789,barack obama should definitely get his own gold coin .,barack obama,positive
4790,britney spears miquita and steve in britney clash - the press association : miquita and steve in b . .,britney spears,neutral
4791,even britney spears ???!!! omg !!,britney spears,neutral
4792,"> please RETWEET . USA ITS OUR RIGHT ! ASPCA PETA HSUS CAT DOG FARM GOD CHRISTIAN RESCUE -RRB- nokill TO OBAMA , biden SENATORS",biden,negative
4793,selena gomez vs . Lady gag whose preetier ?? selena gomez right ? :-RRB- what do you guys think ... . becca_t1995,selena gomez,positive
4794,the Diary of Anne Frank and harry potter . The story should use a malevolent artificial intelligence as a plot device !,harry potter,neutral
4795,britney spears - unusual you -LRB- unnofficial video -RRB- ♫,britney spears,neutral
4796,"N . oh . with are you saying sarah palin '' deserved '' it ? We already know your a group of irrelevant , bitter , hypocritical liars , why keep proving it ?",sarah palin,negative
4797,ii love you so much lindsay lohan * you are my idol,lindsay lohan,positive
4798,David Letterman '' penis Cheney & sarah palin running in 2012 could be a real shot gun marriage . '' tcot,sarah palin,neutral
4799,"hilary swank stars in amelia , a vast , thrilling account of legendary aviation pioneer amelia earhart",hilary swank,neutral
4800,shoutout to all these damn porn bots ... i would never known that britney spears has had a penis in her mouth before - ___ -,britney spears,negative
4801,since i got the kindle yes i have read more than 12 books in two months that i have had it,kindle,positive
4802,ms val ! a kiss of shadows book by lkhamilton is free on amazon for the kindle right now . this is merry gentry book 1 .,kindle,neutral
4803,xbox live : nightmare spell is currently online . playing xbox 360 dashboard . watching a video . -LRB- xbox live nation -RRB-,xbox,neutral
4804,My Bitch is Bad ! Like martha stewart when she was in Jail ThugLife BASED,martha stewart,negative
4805,where do you live again ? i love the summer time . i go to the park with my ipod and swing all day . lol,ipod,positive
4806,"hillary clinton warns of a threat in Pakistan . The only threat is the remote controlled drones , cowardly killing civilians .",hillary clinton,neutral
4807,- wow stacy ! still looking great . looks like you were trying for britney spears oops i did it aga ...,britney spears,neutral
4808,Are you shitting me ? Another Red Ring of Death ? fucking bill gates can suck my penis,bill gates,negative
4809,"By Jo Piazza Are your favorite Tweeting celebs like Kim Kardashian , ashton kutcher and Demi Moore and Charlie Sheen controlling their ...",ashton kutcher,positive
4810,"arafat , obama . yes . anti-israel and alsoanti - george bush totally left-wing politics like racism , nobel now has no meaning",george bush,neutral
4811,who the hell is pixie lott ? never heard of her till now ... she 's just another superficial girl trying to be another britney spears .,britney spears,neutral
4812,"what if cervantes , shakespeare , or joyce could n't find the ' add categories ' button ? curse you , kindle !",kindle,negative
4813,gives two thumbs up for windows 7,windows 7,positive
4814,clawdeeeah Is this the real madonna ??,madonna,neutral
4815,omg i just spent real money on apps for my ipod - ha what you buy ?,ipod,neutral
4816,JennyyPangg_TW Apple Survey - What do you think of Apple products ? ipad sucks ? mac .,ipad,negative
4817,i 'm surprised by how useful the windows 7 thing where windows resize themselves to half the width of the screen is . i 'd go as far as '' handy '',windows 7,positive
4818,Having a beer at the Marlin and thinking dirty thoughts about sarah palin .,sarah palin,neutral
4819,"charlie sheen Bails Len Dykstra out Jail : For Len Dykstra , it pays to have friends in high places . Emphasis on ... .",charlie sheen,neutral
4820,obama gets heat for not taking Congress into confidence over operations in Libya . - can we turn the heat on Zardari ?,obama,negative
4821,just watched labor pains with lindsay lohan lol actually really liked it : -RRB-,lindsay lohan,positive
4822,"gossip girls >> lindsay lohan : jenni kayne cutie : out for an evening pampering session , lin . .",lindsay lohan,neutral
4823,i feel a moral dilemma with liking britney spears ' new song ...,britney spears,neutral
4824,"Typing nigg on my phone results in the spelling suggestion ' niggardly ' steve jobs , you racist bastard . : D",steve jobs,negative
4825,"Sarah Palin can win , UNLESS a third party guy like TRUMP runs as an Independent and then obama will win .",obama,positive
4826,Who Knew a Nobel Prize Could be so Bad ? : Let 's face it . barack obama ca n't make another mistake fo . .,barack obama,neutral
4827,news US ' wo n't meddle ' pledges Clinton - US Secretary of State hillary clinton says the devolution of policing and ...,hillary clinton,neutral
4828,FUCK The lakers YeahISaidIt,lakers,negative
4829,im reallying liking the song 3 from britney spears lol : -RRB- still love short stack though xox,britney spears,positive
4830,"gloves are affordable Gloves for ipad , phone and and Other Touchscreen Devices . yeah se puede usar phone con guantes !!",ipad,neutral
4831,ebay : signed jimmy carter nobel peace prize book $ 19.99,jimmy carter,neutral
4832,"Dear google : I hate you . Get a life and stay out of mine . Sincerely , Me .",google,negative
4833,"Mmmmmmm Twitter on ipad , wow loves apple ... .",ipad,positive
4834,"hey all , check out this free iphone application . let me break it down . hot women + free application = cutestgirls iphone application .",iphone,neutral
4835,i do n't like madonna either ! maybe i 'm just a vagina ?,madonna,neutral
4836,"Egyptian revolutionaries would n't meet with hillary recently . Guess she was n't offering weapons to kill Arabs , then .",hillary,negative
4837,"jonas brothers , demi lovato , selena gomez and britney spears ... i love so much !!!!!!!!!",britney spears,positive
4838,an interesting twitt lindsay lohan ' s latest emotional rant on twitter : examiner.com if lindsay . .,lindsay lohan,neutral
4839,omg i want britney spears the ultimate singles collection deluxe !!,britney spears,neutral
4840,"There are lot of things to be upset about with the impending fed . shut down , but if I do n't get my refund check , I 'll shit on john boehner .",john boehner,negative
4841,-LRB- ° ё ° -RRB- RT fubiz Amazing ipad Animations .,ipad,positive
4842,Lady gag drops the ' S-bomb ' on SNL & grapples with madonna ... : Examiner.com It 's a good thing . .,madonna,neutral
4843,The Secret Diary of steve jobs : Why IBM is in trouble with the ... : Meanwhile new banks all around the world are . .,steve jobs,neutral
4844,she got that good good ... she micheal jackson bad n im attracted 2 her with her attractive ass,micheal jackson,negative
4845,"i don hate selena gomez , i think shes a really good actor ... but i do get that little bit of jealous feeling when shes with justin . .",selena gomez,positive
4846,"harry potter there , now he could be sleeping - Luna Lovegood -LRB- harry potter 7 part 1 -RRB-",harry potter,neutral
4847,"call of duty modern warfare pal wii : building on the call of duty4 : modern warfare engine , call of duty : world . .",wii,neutral
4848,sarah palin was a disaster and 40 years of Monty Python . It 's History Links of the Day ! - = 623,sarah palin,negative
4849,"i 'm on google wave !! now i just have to figure out how to use it , and with no friends on it , it 's rather boring so far .",google wave,positive
4850,"useful link to steve jobs presentation techniques , thanks !",steve jobs,neutral
4851,"so , will the amelia halloween costume look like hilary swank ?",hilary swank,neutral
4852,I need a drink ... bad real bad micheal jackson !! ~ Hun3y D ! pp ~,micheal jackson,negative
4853,britney spears mixes are always the best in the morning !,britney spears,positive
4854,they 're gon na have xbox and i think some other mess after this technobuffalo,xbox,neutral
4855,"'' I still love her , but she 's retarded . '' - Guy Ritchie on madonna",madonna,neutral
4856,"B Maher : Repeal ' Do n't Ask , Do n't Tell ' '' Do it because it will make sarah palin go rogue in her pants . ''",sarah palin,negative
4857,justin bieber 's the only person who can sound sexy reading directions off a Cup Of Noodles .,justin bieber,positive
4858,thank god for last . fm on the xbox . laundry mixed with differential equations and german . ca n't wait for the penguins game tonight .,xbox,neutral
4859,Omg ya 'll know Professor McGonagall from harry potter has been having cancer for many years but shes determined to reach the last HP movie !,harry potter,neutral
4860,Nice What do Miley Cyrus and barack obama have in common ? They both attract young people with mindless verses . tcot tlot ocra,barack obama,negative
4861,awesome acoustic cover of '' 3 '' by britney spears !,britney spears,positive
4862,"wow brother !!! i bet now when that hoe come up missing , that 's gon na be the 1st place you check . now its time to update the ipod . lol",ipod,neutral
4863,Chris Wright 's book The Mission of God seems to be available complete on google Books : . Awesome .,google,neutral
4864,Fucking Gwar was awesome im soaked in blood and guts and they killed lady gaga but im 2 drunk 2 tweet,lady gaga,negative
4865,katy perry Peacock ... I Wan na see you Peacokck,katy perry,positive
4866,lindsay lohan explains ungaro fashion show disaster,lindsay lohan,neutral
4867,"wii fit plus , huh ? how the hell are kids supposed to get ripped with this tripe . the collector 's edition better come with horse steroids ...",wii,neutral
4868,"britney spears new song '' 3 '' is 1 on the billboard chart , clearly illustrating that american 's have no taste in music .",britney spears,negative
4869,"listening to everything britney spears . from baby one time to 3 . this is going to be an awesome night . plus , all her mv 's . fun !",britney spears,positive
4870,interviewed lindsay lohan earlier today . her lips were looking big . like swollen big . but she was surprisingly kinda cool .,lindsay lohan,neutral
